R_fighter,B_fighter,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,weight_dif
Devin Clark,Dequan Townsend,2/15/2020,"Rio Rancho, New Mexico, USA",USA,Red,False,Light Heavyweight,MALE,3,0,1.6,0.43,0.0,0.0,0.0,2,6,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,205,0,3.21,0.54,0.2,3.03,0.39,4,18,0,0,0,4,0,0,0,4,Orthodox,182.88,190.5,205,29,33,-1,0,-2,-4,2,-12,0,0,0,7.62,10.16,-4,-1.61,-0.2,-3.03,neither,U-DEC,blank,3.0,5:00,900.0,0
Casey Kenney,Merab Dvalishvili,2/15/2020,"Rio Rancho, New Mexico, USA",USA,Blue,False,Bantamweight,MALE,3,0,3.75,0.37,0.0,6.75,0.43,2,12,0,0,0,2,0,0,0,2,Orthodox,167.64,172.72,135,0,3.48,0.41,0.8,1.75,0.5,0,6,0,0,0,2,0,0,0,2,Southpaw,170.18,172.72,135,28,29,0,0,0,0,-2,6,0,0,0,-2.54,0.0,-1,0.27,-0.8,5.0,Red,U-DEC,blank,3.0,5:00,900.0,0
Macy Chiasson,Shanna Young,2/15/2020,"Rio Rancho, New Mexico, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,0,3.79,0.6,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,135,0,3.76,0.55,1.0,0.0,0.0,1,8,0,0,0,0,2,1,0,3,Orthodox,180.34,182.88,135,28,28,1,0,-3,-3,1,-8,0,-2,-1,-10.16,-17.78,0,0.03,-1.0,0.0,Red,U-DEC,blank,3.0,5:00,900.0,0
Mark De La Rosa,Raulian Paiva,2/15/2020,"Rio Rancho, New Mexico, USA",USA,Blue,False,Flyweight,MALE,3,0,4.59,0.43,0.5,0.46,0.2,2,4,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,125,0,3.05,0.36,0.3,0.77,0.17,3,13,0,0,1,0,0,1,0,2,Orthodox,167.64,165.1,135,25,24,0,0,-2,-2,1,-9,0,0,-1,5.08,10.16,1,1.54,0.2,-0.31,Red,KO/TKO,Punch,2.0,4:42,582.0,10
Germaine De Randamie,Aspen Ladd,7/13/2019,"Sacramento, California, USA",USA,Red,False,Women's Bantamweight,FEMALE,5,0,5.22,0.55,1.2,2.45,0.75,0,6,0,0,0,1,2,0,0,3,Orthodox,167.64,167.64,135,0,2.72,0.47,0.2,0.0,0.0,2,22,1,0,1,3,3,0,0,7,Orthodox,175.26,180.34,135,35,24,0,-1,-1,-4,2,-16,-1,-1,0,-7.62,-12.7,11,2.5,1.0,2.45,Blue,DQ,blank,1.0,5:00,300.0,0
Urijah Faber,Ricky Simon,7/13/2019,"Sacramento, California, USA",USA,Red,False,Bantamweight,MALE,3,0,2.96,0.4,0.2,6.53,0.49,0,9,0,0,0,2,1,0,0,3,Orthodox,167.64,175.26,135,0,2.65,0.4,0.8,1.54,0.3,9,78,4,0,0,5,2,12,0,19,Orthodox,167.64,170.18,135,40,26,0,2,-3,-16,9,-69,-4,-1,-12,0.0,5.08,14,0.31,-0.6,4.99,Blue,KO/TKO,Punch,1.0,0:46,46.0,0
Josh Emmett,Mirsad Bektic,7/13/2019,"Sacramento, California, USA",USA,Red,False,Featherweight,MALE,3,0,2.59,0.41,0.5,3.32,0.47,1,16,0,1,1,1,2,1,0,6,Orthodox,172.72,177.8,145,0,3.63,0.36,0.2,1.5,0.45,2,18,0,0,1,2,2,0,0,5,Orthodox,167.64,177.8,145,34,28,0,1,2,1,1,-2,0,0,1,5.08,0.0,6,-1.04,0.3,1.82,Red,KO/TKO,Punches,1.0,4:25,265.0,0
Karl Roberson,Wellington Turman,7/13/2019,"Sacramento, California, USA",USA,Red,False,Middleweight,MALE,3,0,2.43,0.42,1.0,3.0,0.37,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,185,0,3.16,0.52,0.8,1.07,0.57,2,6,0,0,0,1,0,1,0,0,Southpaw,185.42,187.96,185,28,22,1,0,-1,0,2,-6,0,0,-1,-2.54,-5.08,6,-0.73,0.2,1.93,neither,S-DEC,blank,3.0,5:00,900.0,0
Marvin Vettori,Cezar Ferreira,7/13/2019,"Sacramento, California, USA",USA,Red,False,Middleweight,MALE,3,0,1.9,0.42,0.5,2.69,0.53,5,31,0,0,2,4,0,3,0,9,Southpaw,185.42,198.12,185,1,4.05,0.41,0.6,1.43,0.45,2,13,0,0,0,1,0,1,0,2,Southpaw,182.88,187.96,185,25,34,0,0,2,7,-3,18,0,0,2,2.54,10.16,-9,-2.15,-0.1,1.26,neither,U-DEC,blank,3.0,5:00,900.0,0
Andre Fili,Sheymon Moraes,7/13/2019,"Sacramento, California, USA",USA,Red,False,Featherweight,MALE,3,0,3.0,0.42,0.0,0.0,0.0,2,12,0,0,1,1,0,0,0,2,Orthodox,172.72,182.88,145,0,4.0,0.37,0.2,2.49,0.45,5,30,0,0,1,4,2,0,0,7,Orthodox,180.34,187.96,145,29,28,-1,-1,0,-5,3,-18,0,-2,0,-7.62,-5.08,1,-1.0,-0.2,-2.49,neither,KO/TKO,Punch,1.0,3:07,187.0,0
Julianna Pena,Nicco Montano,7/13/2019,"Sacramento, California, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,0,5.6,0.41,0.4,2.25,0.54,0,5,1,0,0,1,0,0,0,1,Southpaw,165.1,165.1,135,0,2.96,0.51,0.9,2.6,0.52,1,10,0,0,0,2,2,0,0,4,Orthodox,167.64,175.26,135,29,30,1,1,-3,-3,1,-5,1,-2,0,-2.54,-10.16,-1,2.64,-0.5,-0.35,neither,U-DEC,blank,3.0,5:00,900.0,0
Darren Elkins,Ryan Hall,7/13/2019,"Sacramento, California, USA",USA,Blue,False,Featherweight,MALE,3,0,2.32,0.43,0.9,0.31,0.16,0,7,0,0,0,2,0,1,0,3,Orthodox,177.8,177.8,145,0,3.27,0.36,1.3,2.52,0.35,6,51,0,0,2,8,3,1,0,14,Orthodox,177.8,180.34,145,35,34,2,3,-3,-11,6,-44,0,-3,0,0.0,-2.54,1,-0.95,-0.4,-2.21,neither,U-DEC,blank,3.0,5:00,900.0,0
Liu Pingyuan,Jonathan Martinez,7/13/2019,"Sacramento, California, USA",USA,Blue,False,Bantamweight,MALE,3,0,3.67,0.47,0.0,0.51,0.28,1,6,0,0,0,1,0,0,0,1,Southpaw,172.72,177.8,135,0,2.36,0.33,1.0,0.25,0.2,0,6,0,0,1,1,0,0,0,2,Orthodox,167.64,182.88,135,26,25,0,-1,-1,-1,-1,0,0,0,0,5.08,-5.08,1,1.31,-1.0,0.26,neither,KO/TKO,Knee,3.0,3:54,834.0,0
Livinha Souza,Brianna Van Buren,7/13/2019,"Sacramento, California, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,4.8,0.38,0.0,3.0,0.75,0,0,0,0,0,0,0,0,0,0,Southpaw,152.4,157.48,115,0,1.79,0.37,1.9,3.35,0.5,0,4,0,0,1,0,0,1,0,1,Orthodox,160.02,160.02,115,28,25,0,-2,-2,-1,0,-4,0,0,-1,-7.62,-2.54,3,3.01,-1.9,-0.35,neither,U-DEC,blank,3.0,5:00,900.0,0
Benito Lopez,Vince Morales,7/13/2019,"Sacramento, California, USA",USA,Red,False,Bantamweight,MALE,3,0,4.84,0.39,0.0,0.0,0.0,1,6,0,0,0,1,0,0,0,1,Orthodox,170.18,177.8,135,0,4.49,0.44,0.3,0.0,0.0,1,4,0,0,0,1,0,0,0,1,Switch,177.8,185.42,135,25,28,1,1,0,0,0,2,0,0,0,-7.62,-7.62,-3,0.35,-0.3,0.0,neither,U-DEC,blank,3.0,5:00,900.0,0
Rafael Dos Anjos,Leon Edwards,7/20/2019,"San Antonio, Texas, USA",USA,Blue,False,Welterweight,MALE,5,0,2.53,0.47,0.4,1.39,0.31,2,33,0,0,1,5,2,1,0,9,Southpaw,187.96,187.96,170,0,3.47,0.45,0.6,1.82,0.39,9,78,3,0,0,10,4,4,0,18,Southpaw,172.72,177.8,170,34,27,0,6,2,-9,7,-45,-3,-2,-3,15.24,10.16,7,-0.94,-0.2,-0.43,Red,U-DEC,blank,5.0,5:00,1500.0,0
Aleksei Oleinik,Walt Harris,7/20/2019,"San Antonio, Texas, USA",USA,Blue,False,Heavyweight,MALE,3,0,2.96,0.38,0.2,0.35,0.33,6,21,0,0,0,0,5,0,0,5,Southpaw,195.58,195.58,250,0,3.08,0.5,2.8,3.01,0.46,3,13,0,0,0,0,1,5,0,6,Orthodox,187.96,203.2,240,42,36,1,1,0,-1,-3,8,0,4,-5,7.62,-7.62,6,-0.12,-2.6,-2.66,Red,KO/TKO,Punch,1.0,0:12,12.0,-10
Greg Hardy,Juan Adams,7/20/2019,"San Antonio, Texas, USA",USA,Red,False,Heavyweight,MALE,3,0,7.09,0.55,0.0,0.91,0.66,1,6,0,0,0,0,1,0,0,1,Orthodox,195.58,203.2,265,0,4.77,0.49,0.0,0.0,0.0,1,3,0,0,0,0,1,0,0,1,Orthodox,195.58,203.2,265,30,27,-1,-1,0,0,0,3,0,0,0,0.0,0.0,3,2.32,0.0,0.91,neither,KO/TKO,Punches,1.0,0:45,45.0,0
James Vick,Dan Hooker,7/20/2019,"San Antonio, Texas, USA",USA,Blue,False,Lightweight,MALE,3,0,4.73,0.44,0.4,0.4,0.33,4,23,0,0,0,0,5,2,0,7,Switch,182.88,190.5,155,0,4.13,0.39,0.7,0.26,0.33,3,25,0,0,0,4,2,3,0,9,Orthodox,190.5,193.04,155,32,29,1,0,-1,-2,-1,-2,0,3,-1,-7.62,-2.54,3,0.6,-0.3,0.14,Red,KO/TKO,Punch,1.0,2:33,153.0,0
Alexander Hernandez,Francisco Trinaldo,7/20/2019,"San Antonio, Texas, USA",USA,Red,False,Lightweight,MALE,3,0,3.09,0.44,0.5,1.08,0.45,5,44,0,0,1,6,4,2,0,13,Southpaw,175.26,177.8,155,0,3.07,0.41,0.0,1.52,0.3,1,6,0,0,0,1,1,0,0,2,Orthodox,175.26,182.88,155,26,30,1,1,5,11,-4,38,0,3,2,0.0,-5.08,-4,0.02,0.5,-0.44,Red,U-DEC,blank,3.0,5:00,900.0,0
Andrei Arlovski,Ben Rothwell,7/20/2019,"San Antonio, Texas, USA",USA,Red,False,Heavyweight,MALE,3,0,3.34,0.42,0.3,0.66,0.33,6,40,0,0,1,2,8,2,0,13,Orthodox,193.04,198.12,265,0,3.55,0.44,0.3,0.52,0.36,16,73,5,0,1,5,11,2,0,18,Orthodox,190.5,195.58,240,40,37,1,0,0,-5,10,-33,-5,-3,0,2.54,2.54,3,-0.21,0.0,0.14,neither,U-DEC,blank,3.0,5:00,900.0,-25
Alex Caceres,Steven Peterson,7/20/2019,"San Antonio, Texas, USA",USA,Red,False,Featherweight,MALE,3,0,4.65,0.35,0.4,2.02,0.28,2,9,0,0,1,0,0,0,0,1,Orthodox,177.8,177.8,145,0,3.98,0.48,0.8,0.53,0.75,10,52,0,0,3,3,1,2,0,9,Southpaw,177.8,185.42,145,31,29,0,0,-3,-8,8,-43,0,-1,-2,0.0,-7.62,2,0.67,-0.4,1.49,neither,U-DEC,blank,3.0,5:00,900.0,0
Raquel Pennington,Irene Aldana,7/20/2019,"San Antonio, Texas, USA",USA,Red,False,Women's Bantamweight,FEMALE,3,0,6.16,0.38,0.1,0.28,0.5,2,15,0,0,1,1,0,1,0,3,Orthodox,175.26,172.72,135,0,3.32,0.46,0.8,1.13,0.27,4,29,1,0,1,3,0,2,0,6,Orthodox,170.18,170.18,135,30,31,2,3,-1,-3,2,-14,-1,0,-1,5.08,2.54,-1,2.84,-0.7,-0.85,Red,S-DEC,blank,3.0,5:00,900.0,0
Sam Alvey,Klidson Abreu,7/20/2019,"San Antonio, Texas, USA",USA,Blue,False,Light Heavyweight,MALE,3,0,2.02,0.39,0.0,0.67,0.2,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,205,0,3.05,0.44,0.1,0.09,0.16,7,35,0,0,2,2,5,1,0,10,Southpaw,187.96,190.5,205,33,26,1,0,-4,-10,6,-32,0,-5,-1,-5.08,-2.54,7,-1.03,-0.1,0.58,neither,U-DEC,blank,3.0,5:00,900.0,0
Roxanne Modafferi,Jennifer Maia,7/20/2019,"San Antonio, Texas, USA",USA,Blue,False,Women's Flyweight,FEMALE,3,0,4.05,0.38,0.0,0.25,0.5,1,6,0,0,0,1,0,0,0,1,Orthodox,162.56,162.56,125,0,3.06,0.31,0.1,1.45,0.21,5,20,1,0,1,0,1,0,0,2,Orthodox,170.18,175.26,125,36,30,0,0,0,-1,4,-14,-1,-1,0,-7.62,-12.7,6,0.99,-0.1,-1.2,Red,U-DEC,blank,3.0,5:00,900.0,0
Ray Borg,Gabriel Silva,7/20/2019,"San Antonio, Texas, USA",USA,Red,False,Bantamweight,MALE,3,0,0.53,0.5,0.0,1.0,0.16,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,180.34,135,0,1.26,0.49,1.2,3.66,0.5,4,27,1,0,0,3,0,2,0,5,Orthodox,162.56,160.02,135,25,24,2,0,-3,-5,4,-27,-1,0,-2,5.08,20.32,1,-0.73,-1.2,-2.66,neither,U-DEC,blank,3.0,5:00,900.0,0
Mario Bautista,Jin Soo Son,7/20/2019,"San Antonio, Texas, USA",USA,Red,False,Bantamweight,MALE,3,0,5.1,0.36,0.0,1.5,0.25,1,3,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,135,0,6.19,0.45,0.0,0.6,0.33,1,1,0,0,0,0,0,0,0,0,Switch,175.26,175.26,135,26,26,0,0,0,0,0,2,0,0,0,-7.62,0.0,0,-1.09,0.0,0.9,neither,U-DEC,blank,3.0,5:00,900.0,0
Domingo Pilarte,Felipe Colares,7/20/2019,"San Antonio, Texas, USA",USA,Blue,False,Bantamweight,MALE,3,0,1.13,0.42,1.0,2.0,0.25,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,0,2.04,0.5,1.3,2.0,0.42,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,135,29,35,-1,0,0,0,-1,3,0,0,0,-10.16,-10.16,-6,-0.91,-0.3,0.0,neither,S-DEC,blank,3.0,5:00,900.0,0
Max Holloway,Frankie Edgar,7/27/2019,"Edmonton, Alberta, Canada",Canada,Red,True,Featherweight,MALE,5,1,3.6,0.4,0.3,2.34,0.31,6,83,9,0,0,10,5,2,0,17,Orthodox,167.64,172.72,145,0,6.66,0.44,0.4,0.24,0.83,4,55,6,0,1,4,9,2,0,16,Orthodox,180.34,175.26,145,27,37,1,1,-8,1,-2,28,3,-4,0,-12.7,-2.54,-10,-3.06,-0.1,2.1,Red,U-DEC,blank,5.0,5:00,1500.0,0
Cris Cyborg,Felicia Spencer,7/27/2019,"Edmonton, Alberta, Canada",Canada,Red,False,Women's Featherweight,FEMALE,3,0,3.26,0.51,0.8,0.82,0.1,0,1,0,0,0,0,0,1,0,1,Orthodox,167.64,172.72,145,0,7.28,0.52,0.4,0.66,0.55,1,27,4,0,0,2,9,0,0,11,Orthodox,172.72,172.72,145,34,28,1,1,-10,-10,1,-26,-4,-9,1,-5.08,0.0,6,-4.02,0.4,0.16,neither,DQ,blank,1.0,5:00,300.0,0
Geoff Neal,Niko Price,7/27/2019,"Edmonton, Alberta, Canada",Canada,Red,False,Welterweight,MALE,3,0,3.06,0.34,1.3,1.08,0.23,2,12,0,0,0,0,3,2,0,5,Orthodox,182.88,193.04,170,0,6.04,0.49,0.4,0.85,0.5,0,6,0,0,0,1,1,1,0,3,Southpaw,180.34,190.5,170,28,29,0,-2,-1,2,-2,6,0,2,1,2.54,2.54,-1,-2.98,0.9,0.23,neither,KO/TKO,Punches,2.0,2:39,459.0,0
Olivier Aubin-Mercier,Arman Tsarukyan,7/27/2019,"Edmonton, Alberta, Canada",Canada,Blue,False,Lightweight,MALE,3,0,2.0,0.4,0.0,1.5,0.13,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,155,0,2.48,0.51,0.5,2.36,0.33,4,29,0,0,1,1,1,4,0,7,Southpaw,175.26,177.8,155,30,22,1,0,-4,-7,3,-26,0,-1,-4,-5.08,5.08,8,-0.48,-0.5,-0.86,neither,U-DEC,blank,3.0,5:00,900.0,0
Marc-Andre Barriault,Krzystof Jotko,7/27/2019,"Edmonton, Alberta, Canada",Canada,Blue,False,Middleweight,MALE,3,0,2.84,0.44,0.1,1.39,0.4,4,29,0,0,1,5,1,0,0,7,Southpaw,185.42,195.58,185,0,3.53,0.43,0.0,0.33,0.16,1,3,0,0,0,0,0,0,0,0,Orthodox,185.42,187.96,185,29,29,1,1,5,7,-3,26,0,1,0,0.0,7.62,0,-0.69,0.1,1.06,neither,DQ,blank,1.0,5:00,300.0,0
Alexis Davis,Viviane Araujo,7/27/2019,"Edmonton, Alberta, Canada",Canada,Blue,False,Women's Flyweight,FEMALE,3,0,4.51,0.47,0.0,2.57,0.58,0,3,0,0,0,0,1,0,0,1,Orthodox,162.56,172.72,125,0,4.27,0.46,0.8,0.74,0.33,5,34,1,0,2,4,1,1,0,8,Orthodox,167.64,172.72,125,34,32,2,1,-2,-7,5,-31,-1,0,-1,-5.08,0.0,2,0.24,-0.8,1.83,Red,U-DEC,blank,3.0,5:00,900.0,0
Hakeem Dawodu,Yoshinori Horie,7/27/2019,"Edmonton, Alberta, Canada",Canada,Red,False,Featherweight,MALE,3,0,2.76,0.49,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,177.8,145,0,5.28,0.46,0.0,0.0,0.0,1,7,0,0,1,1,0,0,0,2,Orthodox,172.72,185.42,145,28,24,0,-2,-2,-2,1,-7,0,0,0,0.0,-7.62,4,-2.52,0.0,0.0,neither,KO/TKO,Kick,3.0,4:09,849.0,0
Gavin Tucker,Seungwoo Choi,7/27/2019,"Edmonton, Alberta, Canada",Canada,Red,False,Featherweight,MALE,3,0,3.33,0.42,0.0,0.69,0.5,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,145,0,2.66,0.37,1.0,2.08,0.33,1,6,0,0,0,1,0,0,0,1,Southpaw,167.64,167.64,145,33,26,0,0,-1,-1,0,-3,0,0,0,15.24,20.32,7,0.67,-1.0,-1.39,neither,DQ,blank,1.0,5:00,300.0,0
Alexandre Pantoja,Deiveson Figueiredo,7/27/2019,"Edmonton, Alberta, Canada",Canada,Blue,False,Flyweight,MALE,3,0,2.44,0.52,2.4,1.78,0.47,1,12,0,0,1,0,3,0,0,4,Orthodox,165.1,172.72,125,0,4.58,0.47,1.3,1.1,0.35,1,14,0,0,1,1,1,2,0,5,Orthodox,165.1,170.18,125,29,31,-1,-3,1,-1,0,-2,0,2,-2,0.0,2.54,-2,-2.14,1.1,0.68,Red,U-DEC,blank,3.0,5:00,900.0,0
Gillian Robertson,Sarah Frota,7/27/2019,"Edmonton, Alberta, Canada",Canada,Red,False,Women's Flyweight,FEMALE,3,0,4.52,0.52,0.0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,Southpaw,167.64,175.26,125,0,2.18,0.5,1.3,3.44,0.47,1,6,0,0,0,0,0,3,0,3,Orthodox,165.1,160.02,125,24,32,-1,-1,-2,-3,0,-3,0,0,-3,2.54,15.24,-8,2.34,-1.3,-3.44,neither,KO/TKO,Elbows,2.0,4:13,553.0,0
Erik Koch,Kyle Stewart,7/27/2019,"Edmonton, Alberta, Canada",Canada,Red,False,Welterweight,MALE,3,0,1.41,0.35,0.0,1.32,0.2,1,1,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,170,0,2.33,0.42,1.0,1.02,0.42,6,27,0,0,0,2,3,2,0,7,Southpaw,177.8,180.34,170,30,30,1,0,-4,-7,5,-26,0,-3,-2,5.08,12.7,0,-0.92,-1.0,0.3,neither,U-DEC,blank,3.0,5:00,900.0,0
Colby Covington,Robbie Lawler,8/3/2019,"Newark, New Jersey, USA",USA,Red,False,Welterweight,MALE,5,0,3.57,0.45,0.0,0.71,0.66,12,83,5,0,3,4,12,0,0,19,Southpaw,180.34,187.96,170,0,4.17,0.37,0.2,4.91,0.51,1,28,1,0,0,5,2,2,0,9,Orthodox,180.34,182.88,170,31,37,-2,-6,-1,10,-11,55,4,10,-2,0.0,5.08,-6,-0.6,-0.2,-4.2,Red,U-DEC,blank,5.0,5:00,1500.0,0
Jim Miller,Clay Guida,8/3/2019,"Newark, New Jersey, USA",USA,Red,False,Lightweight,MALE,3,0,2.45,0.33,0.7,3.39,0.38,13,83,0,0,3,8,2,1,0,17,Orthodox,170.18,177.8,155,0,2.78,0.4,2.0,1.77,0.42,12,73,0,0,2,6,3,9,0,19,Southpaw,172.72,180.34,155,35,37,0,0,-3,-2,-1,10,0,-1,-8,-2.54,-2.54,-2,-0.33,-1.3,1.62,neither,SUB,Guillotine Choke,1.0,0:58,58.0,0
Joaquim Silva,Nasrat Haqparast,8/3/2019,"Newark, New Jersey, USA",USA,Blue,False,Lightweight,MALE,3,0,5.25,0.47,0.0,0.29,0.25,1,9,0,0,0,2,0,0,0,2,Southpaw,177.8,182.88,155,0,3.92,0.37,0.7,0.24,0.5,1,13,0,0,2,0,2,0,0,4,Southpaw,172.72,175.26,155,30,23,0,1,-1,-2,0,-4,0,-2,0,5.08,7.62,7,1.33,-0.7,0.05,neither,KO/TKO,Punch,2.0,0:36,336.0,0
Trevin Giles,Gerald Meerschaert,8/3/2019,"Newark, New Jersey, USA",USA,Blue,False,Middleweight,MALE,3,0,2.73,0.42,1.8,2.56,0.41,3,12,0,0,0,0,1,3,0,4,Southpaw,185.42,195.58,185,0,3.61,0.56,0.2,1.47,1.0,1,8,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,185,27,31,-1,0,0,2,-2,4,0,-1,3,2.54,7.62,-4,-0.88,1.6,1.09,neither,SUB,Guillotine Choke,3.0,1:49,709.0,0
Scott Holtzman,Dong Hyun Ma,8/3/2019,"Newark, New Jersey, USA",USA,Red,False,Lightweight,MALE,3,0,2.84,0.41,0.0,1.27,0.53,3,14,0,0,1,1,1,0,0,3,Orthodox,180.34,177.8,155,0,4.36,0.5,0.2,2.37,0.58,3,24,0,0,0,3,1,1,0,5,Orthodox,175.26,175.26,155,35,30,0,0,0,-2,0,-10,0,0,-1,5.08,2.54,5,-1.52,-0.2,-1.1,neither,KO/TKO,blank,2.0,5:00,600.0,0
Darko Stosic,Kennedy Nzechukwu,8/3/2019,"Newark, New Jersey, USA",USA,Blue,False,Light Heavyweight,MALE,3,0,4.57,0.39,0.0,0.0,0.0,1,3,0,0,0,0,0,0,0,0,Southpaw,195.58,210.82,205,0,2.61,0.45,0.0,3.42,0.5,1,4,0,0,0,0,1,0,0,0,Orthodox,182.88,193.04,205,27,27,0,0,-1,0,0,-1,0,-1,0,12.7,17.78,0,1.96,0.0,-3.42,neither,U-DEC,blank,3.0,5:00,900.0,0
Mickey Gall,Salim Touahri,8/3/2019,"Newark, New Jersey, USA",USA,Red,False,Welterweight,MALE,3,0,2.6,0.46,0.0,0.0,0.0,2,6,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,0,2.22,0.43,2.7,1.5,0.38,2,10,0,0,0,0,0,4,0,4,Switch,187.96,187.96,170,27,29,-1,0,-3,-4,0,-4,0,0,-4,-10.16,-5.08,-2,0.38,-2.7,-1.5,neither,U-DEC,blank,3.0,5:00,900.0,0
Antonina Shevchenko,Lucie Pudilova,8/3/2019,"Newark, New Jersey, USA",USA,Red,False,Women's Flyweight,FEMALE,3,0,4.15,0.36,0.6,0.16,0.12,3,15,0,0,0,2,0,0,0,2,Orthodox,172.72,170.18,125,0,4.9,0.57,1.0,0.67,1.0,1,6,0,0,0,1,0,0,0,1,Southpaw,172.72,170.18,125,34,25,-1,0,1,1,-2,9,0,0,0,0.0,0.0,9,-0.75,-0.4,-0.51,Red,SUB,Rear Naked Choke,2.0,1:20,380.0,0
Jordan Espinosa,Matt Schnell,8/3/2019,"Newark, New Jersey, USA",USA,Blue,False,Flyweight,MALE,3,0,3.73,0.35,1.6,0.64,0.33,2,9,0,0,1,1,0,1,0,3,Orthodox,172.72,177.8,125,0,4.25,0.55,0.4,0.85,0.2,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,29,29,0,2,2,2,-2,6,0,0,1,5.08,2.54,0,-0.52,1.2,-0.21,Red,SUB,Triangle Choke,1.0,1:23,83.0,0
Lauren Murphy,Mara Romero Borella,8/3/2019,"Newark, New Jersey, USA",USA,Red,False,Women's Flyweight,FEMALE,3,0,2.98,0.35,0.3,1.68,0.41,1,7,0,0,1,0,0,1,0,2,Orthodox,167.64,175.26,125,0,3.76,0.38,0.0,1.03,0.32,4,18,0,0,1,0,1,0,0,2,Orthodox,165.1,170.18,125,36,33,1,1,0,0,3,-11,0,-1,1,2.54,5.08,3,-0.78,0.3,0.65,Red,KO/TKO,Knee,3.0,1:46,706.0,0
Claudio Silva,Cole Williams,8/3/2019,"Newark, New Jersey, USA",USA,Red,False,Welterweight,MALE,3,0,0.77,0.33,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,185.42,170,0,2.8,0.51,2.1,3.32,0.33,0,11,0,0,1,1,0,2,0,4,Southpaw,180.34,180.34,170,36,35,0,-4,-4,-4,0,-11,0,0,-2,2.54,5.08,1,-2.03,-2.1,-3.32,neither,SUB,Neck Crank,1.0,2:35,155.0,0
Miranda Granger,Hannah Goldy,8/3/2019,"Newark, New Jersey, USA",USA,Red,False,Women's Flyweight,FEMALE,3,0,6.53,0.46,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,154.94,125,0,3.47,0.43,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,125,27,27,0,0,0,0,0,0,0,0,0,-7.62,-17.78,0,3.06,0.0,0.0,neither,U-DEC,blank,3.0,5:00,900.0,0
Jon Jones,Dominick Reyes,2/8/2020,"Houston, Texas, USA",USA,Red,True,Light Heavyweight,MALE,5,0,5.03,0.52,0.4,0.39,0.16,0,10,0,0,1,1,3,1,0,6,Southpaw,193.04,195.58,205,0,4.31,0.57,0.5,1.9,0.46,1,68,14,0,1,8,5,5,0,19,Orthodox,193.04,213.36,205,32,30,0,-10,-10,-13,1,-58,-14,-2,-4,0.0,-17.78,2,0.72,-0.1,-1.51,Red,U-DEC,blank,5.0,5:00,1500.0,0
